keywords ,_realyear ,year ,_series ,_title ,_ref_code ,_source ,id 
  ,1691,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,102. Delineation af Staden och Fästningen Giötheborg. ,SE/KrA/0414/0013/0064 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0064 (1691) ",K0024340_00001 
  ,1627,1620,Band 11: Svenska planteboken (Örnehufvud) ,9. Callmar Cum Citu. Delinieret Anno. 1627. ,SE/KrA/0414/0011/0010 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0010 (1627) ",K0024248_00001 
  ,1696,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,166. Geometrisch Delineation af Castelet och festningen Carlsteen. ,SE/KrA/0414/0013/0099 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0099 (1696) ",K0024355_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","88. Planta De Pizighiton. [Pizzighettone, Italien] ",SE/KrA/0414/0025/0105 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0105 (1699) ",K0024419_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","32. Perspectiva De La Partie Del Castillo Y Muralla De La Ciudad De Lerida Que El Duque De Anguien Con Las Armas De Francia Entento Attacar Como Sta. [Lérida, Spanien] ",SE/KrA/0414/0025/0037 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0037 (1699) ",K0037937_00001 
  ,1670,1670,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,158. Geometrisch Delineation Opå Carlsteen Wedh Marstrand[...] ,SE/KrA/0414/0013/0093 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0093 (1670) ",K0024349_00001 
  ,1645,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 51. Grundtriss der Stadt undt Vöstung Leiptzig. Anno 1645. ,SE/KrA/0414/0021/0073 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0073 (1645) ",K0024403_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",66. Planta De Sciacca. ,SE/KrA/0414/0025/0076 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0076 (1699) ",K0037975_00001 
  ,1697,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,167. Geometrisch Delineation utaf festningen Carlsteen wedh Marstrad[...] ,SE/KrA/0414/0013/0100 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0100 (1697) ",K0024356_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","114. Planta De La Villa Y Ciudadela De Courtray. [Kortrijk, Belgien] ",SE/KrA/0414/0025/0131 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0131 (1699) ",K0024420_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",24. Planta De La Torre De Santa Elena. ,SE/KrA/0414/0025/0027 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0027 (1699) ",K0037927_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",99. Planta De Sabioneta. ,SE/KrA/0414/0025/0116 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0116 (1699) ",K0038010_00001 
  ,1678,1670,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,86. Delineation af Staden och fästningen Giötheborg[...] ,SE/KrA/0414/0013/0048 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0048 (1678) ",K0036053_00001 
  ,1674,1670,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,1-2. Geometrisch Delineation utaf Gambla och Nya Calmare[...] ,SE/KrA/0414/0013/0001 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0001 (1674) ",K0024305_00001 
  ,1695,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,73. Geometrisch Plaan af Siöö Casteelet Drottningskiäär. ,SE/KrA/0414/0013/0040 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0040 (1695) ",K0024332_00001 
  ,1692,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,282. Plaan af Staden Riga. ,SE/KrA/0414/0013/0199 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0199 (1692) ",K0024374_00001 
  ,1634,1630,Band 11: Svenska planteboken (Örnehufvud) ,"40. Dessein om, Rehwalsche Fortificationen. Stelt Anno 1634. ",SE/KrA/0414/0011/0040 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0040 (1634) ",K0024278_00001 
  ,1634,1630,Band 11: Svenska planteboken (Örnehufvud) ,"23. Neumünne Sckantz Meed Rygha, Anno 1634. ",SE/KrA/0414/0011/0023 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0023 (1634) ",K0024261_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","1. Planta De Cadis. [Cadiz, Spanien] ",SE/KrA/0414/0025/0001 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0001 (1699) ",K0037904_00001 
  ,1697,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,136. Geometrisch Plaan af Siöö-Castelet Nya Elffsborgh. ,SE/KrA/0414/0013/0088 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0088 (1697) ",K0024348_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 41. Geometrischer Grundtriss der Stadt undt Vöstung Gluchstadt. ,SE/KrA/0414/0021/0059 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0059 (1648) ",K0024402_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 18. Disseing Eines Sternwercks Zu  Dirsenow Anno 1648. ,SE/KrA/0414/0021/0021 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0021 (1648) ",K0024392_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","40. Planta Del Castillo Y Villa De Puitserdain. [Puigcerdá, Spanien] ",SE/KrA/0414/0025/0046 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0046 (1699) ",K0037945_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",70. Planta Del Castillo De Marsala. ,SE/KrA/0414/0025/0085 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0085 (1699) ",K0037984_00001 
  ,1698,1690,Band 1: Landskaps- och länskartor Sverige (Dahlberg) ,28. Gegraphisch Charta öfwer Skåne[...] ,SE/KrA/0414/0001/0028 ,"Handritade Kartverk, Band 1: Landskaps- och länskartor Sverige (Dahlberg), SE/KrA/0414/0001/0028 (1698) ",K0036047_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",81. Planta De La Ciudad De Novara Fortificada. ,SE/KrA/0414/0025/0098 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0098 (1699) ",K0037996_00001 
  ,1689,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,100. Plaan uthaf Staden och Fästningen Giötheborg[...] ,SE/KrA/0414/0013/0062 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0062 (1689) ",K0036063_00001 
  ,1731,1730,Band 2: Vägkarteboken ,No 12. Geographisk Charta öfwer Landswägarna igenom Cronobergs Lähn[...] ,SE/KrA/0414/0002/0012 ,"Handritade Kartverk, Band 2: Vägkarteboken, SE/KrA/0414/0002/0012 (1731) ",K0036049_00001 
  ,1634,1630,Band 11: Svenska planteboken (Örnehufvud) ,31. Wollmar. Anno 1634. ,SE/KrA/0414/0011/0031 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0031 (1634) ",K0024269_00001 
  ,1694,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,308. Plaan af fästningen Nymynde. ,SE/KrA/0414/0013/0219 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0219 (1694) ",K0024378_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","97. Planta Del Final. [Finale Ligure, Italien] ",SE/KrA/0414/0025/0114 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0114 (1699) ",K0036080_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","110. Planta De La Ciudadela De Casal Del Monferrado. [Casale, Italien] ",SE/KrA/0414/0025/0127 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0127 (1699) ",K0038020_00001 
  ,1693,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,245. Plan af Staden och fästningen Refwal[...] ,SE/KrA/0414/0013/0169 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0169 (1693) ",K0024366_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","26. Planta De La Ciudad De Caragoca. [Zaragoza, Spanien] ",SE/KrA/0414/0025/0029 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0029 (1699) ",K0037929_00001 
  ,1635,1630,Band 28: Topographica practica (Getkant) ,4. Situs Leopoliensis. Per Fridericum Getkant recognitus. A. 1635 Setemb. [Lemberg/Lwow] ,SE/KrA/0414/0028/0005 ,"Handritade Kartverk, Band 28: Topographica practica (Getkant), SE/KrA/0414/0028/0005 (1635) ",K0024427_00001 
  ,1675,1670,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,82. Geometrisch Plaan utaf Staden och festningen Giötheborgh[...] ,SE/KrA/0414/0013/0044 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0044 (1675) ",K0024334_00001 
  ,1696,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,107. Geometrisch Plan af Staden och Fästningen Giötheborg. ,SE/KrA/0414/0013/0069 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0069 (1696) ",K0036065_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","22. Castillo Y Villa De Verdun. [Berdún, Spanien] ",SE/KrA/0414/0025/0025 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0025 (1699) ",K0037925_00001 
  ,1655,1650,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",80. Sitio Y Defensa De La Ciudad De Pavia. ,SE/KrA/0414/0025/0097 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0097 (1655) ",K0036079_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",28. Planta De Mallorca. ,SE/KrA/0414/0025/0031 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0031 (1699) ",K0037931_00001 
  ,1697,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,195. Geometrisch Plaan af Staden och Fästningen Malmöö. ,SE/KrA/0414/0013/0128 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0128 (1697) ",K0037888_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",35. Planta De Tarragona. ,SE/KrA/0414/0025/0040 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0040 (1699) ",K0037940_00001 
  ,1634,1630,Band 11: Svenska planteboken (Örnehufvud) ,36. Dorpat Anno 1634. ,SE/KrA/0414/0011/0036 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0036 (1634) ",K0024274_00001 
  ,1626,1620,"Band 12: Svenska och utländska slott, städer och fästen (Thomé) ",No 17. Stockholm Anno 1626 ,SE/KrA/0414/0012/0017 ,"Handritade Kartverk, Band 12: Svenska och utländska slott, städer och fästen (Thomé), SE/KrA/0414/0012/0017 (1626) ",K0024301_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","43. Planta Del Castillo De Carol. [Carol (ej ident.), Frankrike] ",SE/KrA/0414/0025/0049 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0049 (1699) ",K0037948_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",55. Planta De La Ciuda De Cabo Verde. ,SE/KrA/0414/0025/0061 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0061 (1699) ",K0037960_00001 
  ,1694,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,246. Geometrisch Plaan af Staden och festningen Refwal[...] ,SE/KrA/0414/0013/0170 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0170 (1694) ",K0024367_00001 
  ,1682,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,394-395. Plaan och Profil öfwer Hwalfisken[...] ,SE/KrA/0414/0013/0284 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0284 (1682) ",K0024383_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 19. Schwedt. ,SE/KrA/0414/0021/0024 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0024 (1648) ",K0036072_00001 
  ,1643,1640,"Band 12: Svenska och utländska slott, städer och fästen (Thomé) ",No 13. Der Weissebergs Beschaffenheit Ao 1638[...] ,SE/KrA/0414/0012/0013 ,"Handritade Kartverk, Band 12: Svenska och utländska slott, städer och fästen (Thomé), SE/KrA/0414/0012/0013 (1643) ",K0024297_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",116. Traducion De Flamenco En Castellan. [Ritning av en undervattensbåt.] ,SE/KrA/0414/0025/0133 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0133 (1699) ",K0038025_00001 
  ,1687,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,205. Plan af Staden och festningen Narfwen. ,SE/KrA/0414/0013/0136 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0136 (1687) ",K0037894_00001 
  ,1692,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,244. Plaan af Staden och Slåttet Refwal[...] ,SE/KrA/0414/0013/0168 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0168 (1692) ",K0024365_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 17. Geometrisch Grundtriss der Vöstung Drisen. Anno 1648. ,SE/KrA/0414/0021/0018 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0018 (1648) ",K0024390_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","57. El Tercero Alto. [Mina (ej ident.), Spanien] ",SE/KrA/0414/0025/0066 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0066 (1699) ",K0037965_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",11. Planta De Castro Marin. ,SE/KrA/0414/0025/0012 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0012 (1699) ",K0037914_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",90. Planta De La Ciudad Y Castillo De Lodi. ,SE/KrA/0414/0025/0107 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0107 (1699) ",K0038003_00001 
  ,1697,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,288. Geometrisch Delineation uthaf Cobrons Schanz. ,SE/KrA/0414/0013/0203 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0203 (1697) ",K0024375_00001 
  ,1811,1810,"Band 32: Fästningar Västkusten och Skåne (Gillberg, Boman) ",5. Plan af Batterierne Billingen vid segelleden intill Götheborgs Skeppshamn. Stockholm den 24 April 1811. N: Ledergren Ritat af A. P. Boman. Lieutenant. ,SE/KrA/0414/0032/0005 ,"Handritade Kartverk, Band 32: Fästningar Västkusten och Skåne (Gillberg, Boman), SE/KrA/0414/0032/0005 (1811) ",K0038031_00001 
  ,1686,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,29. Grimskiär Skantz med Calmare[...] ,SE/KrA/0414/0013/0025 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0025 (1686) ",K0024321_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","87. Forte De Fuentes. [Fuentes (ej ident.), Italien] ",SE/KrA/0414/0025/0104 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0104 (1699) ",K0038001_00001 
  ,1695,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,247. Gometrisch Charta af Staden och festningen Refwall[...] ,SE/KrA/0414/0013/0171 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0171 (1695) ",K0024368_00001 
  ,1685,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,94. Geometrisch Plaan af Staden och Fästningen Giötheborgh[...] ,SE/KrA/0414/0013/0056 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0056 (1685) ",K0036059_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",21. Planta De La Torre De Anso. ,SE/KrA/0414/0025/0024 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0024 (1699) ",K0037924_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","34. Planta De La Villa De Axer. [Ager, Spanien] ",SE/KrA/0414/0025/0039 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0039 (1699) ",K0037939_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","30. Planta Del Lugar De La Albuguera. [la Albufera, Spanien] ",SE/KrA/0414/0025/0034 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0034 (1699) ",K0037934_00001 
  ,1638,1630,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 20. Schlage. A: 1638. ,SE/KrA/0414/0021/0026 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0026 (1638) ",K0024394_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 65. Kornewburgh. Wie daselbe von des Herrn Feldtmarschall Torstensons Exell:co fortificiret. Anno 1645. ,SE/KrA/0414/0021/0087 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0087 (1648) ",K0037898_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","42. Planta Del Castillo De Puitsvaledor. [Puyvalador, Frankrike] ",SE/KrA/0414/0025/0048 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0048 (1699) ",K0037947_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","71. Castillo De Castelaco. [Castelaco (ej ident.), Italien] ",SE/KrA/0414/0025/0088 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0088 (1699) ",K0037987_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","57. El Segundo Alto. [Mina (ej ident.), Spanien] ",SE/KrA/0414/0025/0065 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0065 (1699) ",K0037964_00001 
  ,1680,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,9. Geometrisch Plaan af Staden och festningen Calmare[...] ,SE/KrA/0414/0013/0008 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0008 (1680) ",K0024312_00001 
  ,1636,1630,Band 11: Svenska planteboken (Örnehufvud) ,14. Jönneköping i Småland. Anno 1636. ,SE/KrA/0414/0011/0014 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0014 (1636) ",K0024252_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",94. Planta De Valencia Del Po. ,SE/KrA/0414/0025/0111 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0111 (1699) ",K0038007_00001 
  ,1687,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,98. Geometrisch Plan af Fästningen Giötheborg[...] ,SE/KrA/0414/0013/0060 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0060 (1687) ",K0024338_00001 
  ,1676,1670,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,5. Delineation uthaf Staden och fästningen Calmar[...] ,SE/KrA/0414/0013/0004 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0004 (1676) ",K0024308_00001 
  ,1684,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,202. Plaan af Staden och festningen Narfwen. ,SE/KrA/0414/0013/0133 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0133 (1684) ",K0037891_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 14. Geometrisch Grundtriss der Stadt und Vöstung Stetin. Anno 1648. ,SE/KrA/0414/0021/0014 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0014 (1648) ",K0024389_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",104. Planta De La Placa Y Sitio De Cresentino. ,SE/KrA/0414/0025/0121 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0121 (1699) ",K0038015_00001 
  ,1695,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,165. Geometrisch Plaan af Castelet Wedh Marstrandh Carlsteen. ,SE/KrA/0414/0013/0098 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0098 (1695) ",K0024354_00001 
  ,1634,1630,Band 11: Svenska planteboken (Örnehufvud) ,37. Pärnow Anno 1634. ,SE/KrA/0414/0011/0037 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0037 (1634) ",K0024275_00001 
