keywords ,_realyear ,year ,_series ,_title ,_ref_code ,_source ,id 
  ,1687,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,16. Planta af Staden och festningen Callmare. ,SE/KrA/0414/0013/0015 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0015 (1687) ",K0024319_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","17. Planta De La Ciudadela Y Ciudad De Iaca. [Jaca, Spanien] ",SE/KrA/0414/0025/0020 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0020 (1699) ",K0037920_00001 
  ,1676,1670,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,84. Geometrisch Plaan af Staden och festningen Giötheborgh[...] ,SE/KrA/0414/0013/0046 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0046 (1676) ",K0024335_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",83. Planta De La Ciudad Y Castillo De Cremona. ,SE/KrA/0414/0025/0100 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0100 (1699) ",K0037997_00001 
  ,1694,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,50a. Hans Excell:ce Kongl: Rådetz och Fäldtmarskallens Grefwe Erich Dahlbergs Desein öfwer någre Wärck som Separera Skiepsflåttan och Wärfwet ifrån Staden Carlscrona[...] ,SE/KrA/0414/0013/0030 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0030 (1694) ",K0024324_00001 
  ,1692,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,349. Plaan af Slottet och fästningen Arnsborgh. ,SE/KrA/0414/0013/0251 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0251 (1692) ",K0024382_00001 
  ,1638,1630,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 20. Greifenbergh. A: 1638. ,SE/KrA/0414/0021/0025 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0025 (1638) ",K0024393_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",2. Puntal De Cadiz. ,SE/KrA/0414/0025/0003 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0003 (1699) ",K0037906_00001 
  ,1688,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,131. Geometrisch Delineation af Tornet Cronan[...] ,SE/KrA/0414/0013/0083 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0083 (1688) ",K0036068_00001 
  ,1696,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,333-334. Geometrisch Plaan Öfwer Staden Dorpat. ,SE/KrA/0414/0013/0236 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0236 (1696) ",K0024381_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",2. Cadiz. ,SE/KrA/0414/0025/0002 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0002 (1699) ",K0037905_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","112. Fuerte De Mardique. [Fort-Mardyek, Frankrike] ",SE/KrA/0414/0025/0129 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0129 (1699) ",K0038022_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","67. Planta Del Castillo De Giorgente. [Giorgente (ej ident.), Italien] ",SE/KrA/0414/0025/0080 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0080 (1699) ",K0037979_00001 
  ,1634,1630,Band 11: Svenska planteboken (Örnehufvud) ,45. Wybürgs Festning Anno 1634. ,SE/KrA/0414/0011/0045 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0045 (1634) ",K0024283_00001 
  ,1636,1630,Band 11: Svenska planteboken (Örnehufvud) ,10. Calmare Fästning Anno 1636. ,SE/KrA/0414/0011/0011 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0011 (1636) ",K0024249_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",74. Planta De Mazzara. ,SE/KrA/0414/0025/0091 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0091 (1699) ",K0037990_00001 
  ,1683,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,201. Plaan af Staden och festningen Narfwen[...] ,SE/KrA/0414/0013/0132 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0132 (1683) ",K0024358_00001 
  ,1731,1730,Band 2: Vägkarteboken ,No 8. Geographisk Charta öfwer Landswägarne igenom Skaraborgs Lähn[...] ,SE/KrA/0414/0002/0008 ,"Handritade Kartverk, Band 2: Vägkarteboken, SE/KrA/0414/0002/0008 (1731) ",K0036048_00001 
  ,1728,1720,Band 33: Handritade och tryckta kartor Europa ,"[Hanau, Tyskland] ",SE/KrA/0414/0033/0030 ,"Handritade Kartverk, Band 33: Handritade och tryckta kartor Europa, SE/KrA/0414/0033/0030 (1728) ",K0024439_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 38. Wittlage. ,SE/KrA/0414/0021/0056 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0056 (1648) ",K0024401_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",85. El Castillo De Gonzaga. ,SE/KrA/0414/0025/0102 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0102 (1699) ",K0037999_00001 
  ,1682,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,11. Geometrisch Delineation af festningen Calmare[...] ,SE/KrA/0414/0013/0010 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0010 (1682) ",K0024314_00001 
  ,1697,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,135. Geometrisch Plaan och Profil öfwer Tornet Cronan. ,SE/KrA/0414/0013/0087 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0087 (1697) ",K0024347_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","33. Planta De La Ciudad, Ciudadela, Y Castillo De Lerida, Y Casti Degarde. [Lérida, Spanien] ",SE/KrA/0414/0025/0038 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0038 (1699) ",K0037938_00001 
  ,1688,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,99. Geometrisch Plan af Staden och Fästningen Giötheborg[...] ,SE/KrA/0414/0013/0061 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0061 (1688) ",K0024339_00001 
  ,1628,1620,Band 11: Svenska planteboken (Örnehufvud) ,21. Fahlun medh Kopperberget. Anno 1628. ,SE/KrA/0414/0011/0021 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0021 (1628) ",K0024259_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",73. Planta De La Ciudad Y Castillo De Trapani. ,SE/KrA/0414/0025/0090 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0090 (1699) ",K0037989_00001 
  ,1687,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,400. Delineation af Hwalfisken 1687. ,SE/KrA/0414/0013/0289 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0289 (1687) ",K0024384_00001 
  ,1686,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,238. Staden Slottet och Dommen wedh Räfwell[...] ,SE/KrA/0414/0013/0162 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0162 (1686) ",K0024360_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 72. Abriss des Torgowschen Lagers Anno 1637. ,SE/KrA/0414/0021/0096 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0096 (1648) ",K0024404_00001 
  ,1697,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,108. Geometrisch Delineation opå Staden och Festningen Giötheborg. ,SE/KrA/0414/0013/0070 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0070 (1697) ",K0036066_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","57. El Primiero Alto. [Mina (ej ident.), Spanien] ",SE/KrA/0414/0025/0063 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0063 (1699) ",K0037962_00001 
  ,1686,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,15. Plaan af Staden och fästningen Calmar[...] ,SE/KrA/0414/0013/0014 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0014 (1686) ",K0024318_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",101. Planta Del Sitio De Verceli. ,SE/KrA/0414/0025/0118 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0118 (1699) ",K0038012_00001 
  ,1627,1620,Band 11: Svenska planteboken (Örnehufvud) ,15. Jöneköpings dessein huru det ähr ährnet fortificeres. Anno 1627. Delinierat. ,SE/KrA/0414/0011/0015 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0015 (1627) ",K0024253_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","102. Planta De Trin. [Trino, Italien] ",SE/KrA/0414/0025/0119 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0119 (1699) ",K0038013_00001 
  ,1682,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,200. Plan af Staden och festningen Narfwen[...] ,SE/KrA/0414/0013/0131 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0131 (1682) ",K0037890_00001 
  ,1686,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,204. Plaan af Staden och festningen Narfwen. ,SE/KrA/0414/0013/0135 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0135 (1686) ",K0037893_00001 
  ,1690,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,133. Plaan och Profil af Tornet Cronan[...] ,SE/KrA/0414/0013/0085 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0085 (1690) ",K0036070_00001 
  ,1634,1630,Band 11: Svenska planteboken (Örnehufvud) ,44. Käxholms Festning Anno 1634. ,SE/KrA/0414/0011/0044 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0044 (1634) ",K0024282_00001 
  ,1683,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,91. Geometrisch Plan af Staden och festningen Giötheborgh[...] ,SE/KrA/0414/0013/0053 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0053 (1683) ",K0024337_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","15. Placa De Fuenterrauia. [Fuentarrabia, Spanien] ",SE/KrA/0414/0025/0018 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0018 (1699) ",K0037918_00001 
  ,1680,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,88. Geometrisch Plaan af Staden och fästningen Giötheborg[...] ,SE/KrA/0414/0013/0050 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0050 (1680) ",K0024336_00001 
  ,1634,1630,Band 11: Svenska planteboken (Örnehufvud) ,32. Adzill Anno 1634. ,SE/KrA/0414/0011/0032 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0032 (1634) ",K0024270_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 52. Geometrischer Grundtriss der Stadt Erfurdt. Wie der selbe mihr von dem Ingenieurn auss Leibzigk Communiceret. ,SE/KrA/0414/0021/0074 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0074 (1648) ",K0036073_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","67. Planta Del La Ciudad De Giorgente. [Giorgente (ej ident.), Italien] ",SE/KrA/0414/0025/0079 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0079 (1699) ",K0037978_00001 
  ,1696,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,51a. Geometrisch Plaan af dee Wärck som separera Flåttan och Wärfwet ifrån Staden Carlscrona[...] ,SE/KrA/0414/0013/0032 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0032 (1696) ",K0024326_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",14. Planta De La Fortificacion De Peniscola. ,SE/KrA/0414/0025/0016 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0016 (1699) ",K0037916_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",12. Planta De Lagos. ,SE/KrA/0414/0025/0013 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0013 (1699) ",K0037915_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","91. Planta Del Fuerte Sandoal. [Sandoal (ej ident.), Italien] ",SE/KrA/0414/0025/0108 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0108 (1699) ",K0038004_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",72. Fuerca De Palomar De Trapani. ,SE/KrA/0414/0025/0089 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0089 (1699) ",K0037988_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 35. Geometrisch Plan der Vostung Nienburg. Anno 1648. ,SE/KrA/0414/0021/0047 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0047 (1648) ",K0024398_00001 
  ,1692,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,404. Dessein opå en hwälfd Hufwa öfwer Hwalfisk Tornet[...]1692.      Dessein öfwer Hwalfisk Tornet[...]1693.      Delineation af Hwalfisken för Wissmar sambt 1693[...].      Delineation öfwer Tornet på Hwalfisken iepte 1694[...] ,SE/KrA/0414/0013/0292 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0292 (1692) ",K0024385_00001 
  ,1731,1730,Band 2: Vägkarteboken ,No 13. Geographisk Charta öfwer Landswägarne igenom Elfsborgs Lähn och Dahl[...] ,SE/KrA/0414/0002/0013 ,"Handritade Kartverk, Band 2: Vägkarteboken, SE/KrA/0414/0002/0013 (1731) ",K0036050_00001 
  ,1697,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,75. Geometrisch Delineation af SiööCastelet Dronningeskiäär. ,SE/KrA/0414/0013/0042 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0042 (1697) ",K0024333_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",27. Planta De Fraga. ,SE/KrA/0414/0025/0030 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0030 (1699) ",K0037930_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 30. Langenwedel. ,SE/KrA/0414/0021/0042 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0042 (1648) ",K0024397_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",60. Segundo Castillo De La Habana. ,SE/KrA/0414/0025/0069 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0069 (1699) ",K0037968_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",28. Golfo De Mallorca. ,SE/KrA/0414/0025/0032 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0032 (1699) ",K0037932_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","98. Puerto Para Hazerce En Vari Gotto Para El Final. [Finale Ligure, Italien] ",SE/KrA/0414/0025/0115 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0115 (1699) ",K0036081_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 37. Pistill. ,SE/KrA/0414/0021/0053 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0053 (1648) ",K0037895_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","67. Perspectiva Del Castillo De Giorgente. [Giorgente (ej ident.), Italien] ",SE/KrA/0414/0025/0078 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0078 (1699) ",K0037977_00001 
  ,1648,1640,"Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg) ",N:o 16. Geometrisch Plan der Stadt Colberg Anno 1648. ,SE/KrA/0414/0021/0017 ,"Handritade Kartverk, Band 21: Ut- och inländska städer, slott, fästen m.m. (Dahlberg), SE/KrA/0414/0021/0017 (1648) ",K0025722_00001 
  ,1674,1670,Band 11: Svenska planteboken (Örnehufvud) ,"[Stockholm, Arsenal.] ",SE/KrA/0414/0011/0005 ,"Handritade Kartverk, Band 11: Svenska planteboken (Örnehufvud), SE/KrA/0414/0011/0005 (1674) ",K0024243_00001 
  ,1635,1630,"Band 12: Svenska och utländska slott, städer och fästen (Thomé) ",No 2. Elbing. ,SE/KrA/0414/0012/0002 ,"Handritade Kartverk, Band 12: Svenska och utländska slott, städer och fästen (Thomé), SE/KrA/0414/0012/0002 (1635) ",K0024286_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","65. Castillo Del S:mo Salvador. [San Salvador, Italien] ",SE/KrA/0414/0025/0074 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0074 (1699) ",K0037973_00001 
  ,1694,1690,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,70. Geometrisch Delineation af Siöö Castelet Dronningskäär[...] ,SE/KrA/0414/0013/0038 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0038 (1694) ",K0024331_00001 
  ,1687,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,260. Geometrisch Plaan uthaf Riga Casteel. ,SE/KrA/0414/0013/0180 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0180 (1687) ",K0024373_00001 
  ,1743,1740,Band 3: Norrland med delar af Lappland ,1:0. Charta öfwer Wästerbottns Höfdingedöme och dertil hörande Lappmarker. ,SE/KrA/0414/0003/0001 ,"Handritade Kartverk, Band 3: Norrland med delar af Lappland, SE/KrA/0414/0003/0001 (1743) ",K0024238_00001 
  ,1633,1630,"Band 12: Svenska och utländska slott, städer och fästen (Thomé) ",No 16. Riga[...] ,SE/KrA/0414/0012/0016 ,"Handritade Kartverk, Band 12: Svenska och utländska slott, städer och fästen (Thomé), SE/KrA/0414/0012/0016 (1633) ",K0024300_00001 
  ,1685,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,95. Fästningen Giötheborgh[...] ,SE/KrA/0414/0013/0057 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0057 (1685) ",K0036060_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",95. Planta De La Ciudad De Alessandria. ,SE/KrA/0414/0025/0112 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0112 (1699) ",K0038008_00001 
  ,1685,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,203. Plaan aff Staden och festningen Narfwen[...] ,SE/KrA/0414/0013/0134 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0134 (1685) ",K0037892_00001 
  ,1679,1670,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,8. Delineation af Calmare[...] ,SE/KrA/0414/0013/0007 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0007 (1679) ",K0024311_00001 
  ,1677,1670,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,85. Geometrisch Plaan Af fästningen Giötheborg[...] ,SE/KrA/0414/0013/0047 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0047 (1677) ",K0036052_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","41. Planta Del Castillo Y Villa De Belver. [Bellver, Spanien] ",SE/KrA/0414/0025/0047 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0047 (1699) ",K0037946_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ","58. La Ciudad De Damao. [Damão, Indien] ",SE/KrA/0414/0025/0067 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0067 (1699) ",K0037966_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",66. Planta Del Castillo De Sciacca. ,SE/KrA/0414/0025/0075 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0075 (1699) ",K0037974_00001 
  ,1682,1680,Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg) ,292-293. Geometrisch Delineation opå festningen Nymynde[...] ,SE/KrA/0414/0013/0205 ,"Handritade Kartverk, Band 13: Delineationer och grundritningar fästningar och fort (Dahlberg), SE/KrA/0414/0013/0205 (1682) ",K0024377_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",82. Planta De Mortara. ,SE/KrA/0414/0025/0099 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0099 (1699) ",K0024418_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",36. Planta Del Lugar De Flix En La Castellania. ,SE/KrA/0414/0025/0041 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0041 (1699) ",K0037941_00001 
  ,1699,1690,"Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias ",5. Lugar Del Almendral. ,SE/KrA/0414/0025/0006 ,"Handritade Kartverk, Band 25: Plantas de diferentets plazas de Espania, Italia, Flandes, los Indias, SE/KrA/0414/0025/0006 (1699) ",K0037909_00001 
